date,Donald Trump,Putin,MeToo,Bitcoin,ISIS,country
2016-02-26,61,2,0,4,9,Canada
2016-02-26,82,1,0,2,5,United States
2016-02-26,30,14,0,8,12,Germany
2016-02-26,38,0,0,5,10,Norway
2016-02-27,30,6,0,5,6,Norway
2016-02-27,43,4,0,4,16,United Kingdom
2016-02-27,49,1,0,2,4,United States
2016-02-27,27,11,0,10,10,Germany
2016-02-27,52,1,0,3,7,Canada
2016-02-28,26,6,0,2,7,Norway
2016-02-28,46,4,0,5,18,United Kingdom
2016-02-28,45,1,0,2,4,United States
2016-02-28,33,16,0,7,9,Germany
2016-02-28,50,2,0,4,8,Canada
2016-02-29,34,13,0,6,11,Germany
2016-02-29,57,1,0,2,5,United States
2016-02-29,38,3,0,3,5,Norway
2016-02-29,65,3,0,3,8,Canada
2016-02-29,51,3,0,4,17,United Kingdom
2016-03-01,76,1,0,2,5,United States
2016-03-01,79,2,0,3,8,Canada
2016-03-01,64,4,0,3,4,Norway
2016-03-01,61,10,0,9,7,Germany
2016-03-01,65,3,0,5,15,United Kingdom
2016-03-02,100,3,0,5,14,United Kingdom
2016-03-02,100,2,0,3,8,Canada
2016-03-02,100,1,0,2,4,United States
2016-03-02,73,2,0,7,2,Norway
2016-03-02,100,14,0,7,13,Germany
2016-03-03,69,4,0,6,16,United Kingdom
2016-03-03,74,1,0,2,4,United States
2016-03-03,86,2,0,4,7,Canada
2016-03-03,81,3,0,2,7,Norway
2016-03-03,51,13,0,9,12,Germany
2016-03-04,84,2,0,3,8,Canada
2016-03-04,84,2,0,2,5,United States
2016-03-04,75,3,0,5,16,United Kingdom
2016-03-04,48,11,0,8,16,Germany
2016-03-04,100,5,0,6,3,Norway
2016-03-05,41,11,0,11,11,Germany
2016-03-05,60,4,0,6,15,United Kingdom
2016-03-05,55,1,0,2,4,United States
2016-03-05,76,2,0,4,5,Canada
2016-03-05,55,5,0,5,6,Norway
2016-03-06,55,5,0,4,15,United Kingdom
2016-03-06,46,3,0,4,5,Norway
2016-03-06,56,1,0,2,4,United States
2016-03-06,70,3,0,4,8,Canada
2016-03-06,50,10,0,8,12,Germany
2016-03-07,41,3,0,5,17,United Kingdom
2016-03-07,47,7,0,0,4,Norway
2016-03-07,42,1,0,2,5,United States
2016-03-07,56,2,0,3,8,Canada
2016-03-07,31,9,0,8,11,Germany
2016-03-08,39,1,0,2,5,United States
2016-03-08,53,3,0,4,9,Canada
2016-03-08,40,4,0,5,18,United Kingdom
2016-03-08,39,3,0,3,4,Norway
2016-03-08,25,12,0,8,13,Germany
2016-03-09,30,2,0,4,6,Norway
2016-03-09,55,2,0,3,8,Canada
2016-03-09,51,1,0,2,5,United States
2016-03-09,37,11,0,5,13,Germany
2016-03-09,44,4,0,4,17,United Kingdom
2016-03-10,34,4,0,5,18,United Kingdom
2016-03-10,26,11,0,6,12,Germany
2016-03-10,45,2,0,4,9,Canada
2016-03-10,38,1,0,2,5,United States
2016-03-10,20,2,0,2,12,Norway
2016-03-11,37,4,0,4,19,United Kingdom
2016-03-11,27,10,0,6,11,Germany
2016-03-11,52,2,0,2,4,United States
2016-03-11,50,2,0,4,9,Canada
2016-03-11,37,9,0,0,4,Norway
2016-03-12,39,8,0,10,11,Germany
2016-03-12,55,3,0,4,16,United Kingdom
2016-03-12,32,6,0,7,6,Norway
2016-03-12,72,3,0,2,7,Canada
2016-03-12,70,1,0,2,5,United States
2016-03-13,29,2,0,3,2,Norway
2016-03-13,48,4,0,4,18,United Kingdom
2016-03-13,27,11,0,7,9,Germany
2016-03-13,66,1,0,2,7,United States
2016-03-13,71,3,0,4,8,Canada
2016-03-14,58,2,0,2,5,United States
2016-03-14,63,4,0,5,8,Canada
2016-03-14,29,7,0,4,5,Norway
2016-03-14,21,15,0,9,14,Germany
2016-03-14,43,6,0,5,19,United Kingdom
2016-03-15,47,4,0,3,9,Norway
2016-03-15,50,7,0,4,20,United Kingdom
2016-03-15,28,13,0,10,15,Germany
2016-03-15,66,4,0,3,9,Canada
2016-03-15,61,2,0,2,5,United States
2016-03-16,42,10,0,7,10,Germany
2016-03-16,60,4,0,5,14,United Kingdom
2016-03-16,47,2,0,4,6,Norway
2016-03-16,92,3,0,2,7,Canada
2016-03-16,85,1,0,2,4,United States
2016-03-17,32,9,0,6,12,Germany
2016-03-17,47,2,0,4,17,United Kingdom
2016-03-17,66,3,0,3,9,Canada
2016-03-17,52,2,0,2,5,United States
2016-03-17,29,4,0,4,5,Norway
2016-03-18,26,11,0,8,10,Germany
2016-03-18,47,3,0,4,15,United Kingdom
2016-03-18,24,1,0,5,8,Norway
2016-03-18,54,4,0,3,9,Canada
2016-03-18,43,1,0,2,5,United States
2016-03-19,44,1,0,2,5,United States
2016-03-19,41,3,0,3,16,United Kingdom
2016-03-19,23,4,0,1,7,Norway
2016-03-19,54,3,0,3,8,Canada
2016-03-19,22,11,0,8,13,Germany
2016-03-20,31,3,0,4,16,United Kingdom
2016-03-20,20,10,0,8,11,Germany
2016-03-20,34,1,0,2,4,United States
2016-03-20,26,4,0,5,3,Norway
2016-03-20,51,3,0,4,8,Canada
2016-03-21,45,2,0,3,8,Canada
2016-03-21,31,2,0,4,19,United Kingdom
2016-03-21,32,1,0,2,5,United States
2016-03-21,24,1,0,1,5,Norway
2016-03-21,15,9,0,7,9,Germany
2016-03-22,38,1,0,2,18,United States
2016-03-22,53,2,0,4,29,Canada
2016-03-22,29,10,0,5,44,Germany
2016-03-22,44,5,0,5,77,United Kingdom
2016-03-22,21,2,0,2,21,Norway
2016-03-23,40,1,0,2,17,United States
2016-03-23,27,4,0,4,14,Norway
2016-03-23,57,3,0,3,26,Canada
2016-03-23,50,4,0,4,66,United Kingdom
2016-03-23,20,8,0,6,51,Germany
2016-03-24,26,4,0,2,19,Norway
2016-03-24,16,8,0,8,35,Germany
2016-03-24,49,1,0,3,20,Canada
2016-03-24,33,1,0,1,14,United States
2016-03-24,39,3,0,5,44,United Kingdom
2016-03-25,58,3,0,4,45,United Kingdom
2016-03-25,20,10,0,6,33,Germany
2016-03-25,32,1,0,1,14,United States
2016-03-25,50,3,0,3,22,Canada
2016-03-25,26,4,0,6,7,Norway
2016-03-26,16,12,0,6,25,Germany
2016-03-26,29,1,0,1,12,United States
2016-03-26,43,2,0,2,21,Canada
2016-03-26,23,0,0,0,6,Norway
2016-03-26,41,3,0,4,33,United Kingdom
2016-03-27,28,1,0,2,10,United States
2016-03-27,43,2,0,3,18,Canada
2016-03-27,35,3,0,5,44,United Kingdom
2016-03-27,19,5,0,6,9,Norway
2016-03-27,24,8,0,6,26,Germany
2016-03-28,26,1,0,2,11,United States
2016-03-28,13,3,0,5,7,Norway
2016-03-28,39,1,0,2,17,Canada
2016-03-28,20,9,0,7,22,Germany
2016-03-28,33,5,0,4,40,United Kingdom
2016-03-29,14,3,0,3,9,Norway
2016-03-29,28,1,0,2,9,United States
2016-03-29,37,2,0,3,13,Canada
2016-03-29,31,4,0,5,31,United Kingdom
2016-03-29,13,8,0,7,16,Germany
2016-03-30,32,1,0,2,8,United States
2016-03-30,56,4,0,3,23,United Kingdom
2016-03-30,46,2,0,4,10,Canada
2016-03-30,19,3,0,14,3,Norway
2016-03-30,15,8,0,8,29,Germany
2016-03-31,30,2,0,2,7,United States
2016-03-31,46,3,0,3,9,Canada
2016-03-31,19,11,0,8,31,Germany
2016-03-31,59,7,0,4,20,United Kingdom
2016-03-31,20,3,0,4,3,Norway
2016-04-01,43,3,0,2,10,Canada
2016-04-01,19,4,0,2,2,Norway
2016-04-01,17,9,0,9,19,Germany
2016-04-01,45,7,0,4,21,United Kingdom
2016-04-01,28,2,0,2,6,United States
2016-04-02,18,5,0,4,3,Norway
2016-04-02,18,9,0,10,15,Germany
2016-04-02,35,6,0,4,22,United Kingdom
2016-04-02,27,1,0,2,5,United States
2016-04-02,42,3,0,3,8,Canada
2016-04-03,45,3,0,2,10,Canada
2016-04-03,27,1,0,2,5,United States
2016-04-03,18,3,0,11,10,Norway
2016-04-03,17,13,0,8,17,Germany
2016-04-03,34,8,0,4,22,United Kingdom
2016-04-04,11,17,0,5,15,Germany
2016-04-04,27,11,0,4,20,United Kingdom
2016-04-04,24,2,0,2,5,United States
2016-04-04,38,7,0,3,9,Canada
2016-04-04,29,5,0,6,6,Norway
2016-04-05,13,11,0,6,14,Germany
2016-04-05,28,5,0,5,23,United Kingdom
2016-04-05,27,2,0,2,5,United States
2016-04-05,18,7,0,1,5,Norway
2016-04-05,37,5,0,3,9,Canada
2016-04-06,36,5,0,5,17,United Kingdom
2016-04-06,43,3,0,3,7,Canada
2016-04-06,28,2,0,1,5,United States
2016-04-06,21,7,0,2,9,Norway
2016-04-06,15,12,0,8,12,Germany
2016-04-07,24,4,0,5,18,United Kingdom
2016-04-07,25,3,0,6,6,Norway
2016-04-07,34,3,0,3,11,Canada
2016-04-07,23,1,0,2,5,United States
2016-04-07,10,7,0,6,13,Germany
2016-04-08,29,3,0,4,19,United Kingdom
2016-04-08,21,1,0,2,5,United States
2016-04-08,14,7,0,2,3,Norway
2016-04-08,13,10,0,5,13,Germany
2016-04-08,30,3,0,4,9,Canada
2016-04-09,12,10,0,6,10,Germany
2016-04-09,21,5,0,3,15,United Kingdom
2016-04-09,24,6,0,5,2,Norway
2016-04-09,28,3,0,3,8,Canada
2016-04-09,20,1,0,1,4,United States
2016-04-10,13,13,0,7,15,Germany
2016-04-10,7,4,0,1,1,Norway
2016-04-10,22,3,0,5,15,United Kingdom
2016-04-10,21,1,0,2,4,United States
2016-04-10,26,3,0,3,6,Canada
2016-04-11,16,3,0,3,15,United Kingdom
2016-04-11,12,12,0,6,12,Germany
2016-04-11,17,5,0,2,5,Norway
2016-04-11,20,1,0,2,5,United States
2016-04-11,27,2,0,3,10,Canada
2016-04-12,29,3,0,4,7,Canada
2016-04-12,13,6,0,3,7,Norway
2016-04-12,20,3,0,4,17,United Kingdom
2016-04-12,11,9,0,6,12,Germany
2016-04-12,20,1,0,2,5,United States
2016-04-13,24,1,0,2,5,United States
2016-04-13,15,3,0,3,6,Norway
2016-04-13,36,2,0,3,7,Canada
2016-04-13,18,3,0,5,16,United Kingdom
2016-04-13,9,9,0,8,10,Germany
2016-04-14,17,4,0,4,16,United Kingdom
2016-04-14,11,9,0,3,4,Norway
2016-04-14,27,3,0,2,8,Canada
2016-04-14,9,16,0,6,14,Germany
2016-04-14,21,2,0,2,5,United States
2016-04-15,19,4,0,1,11,Norway
2016-04-15,19,5,0,3,16,United Kingdom
2016-04-15,22,2,0,2,7,Canada
2016-04-15,10,14,0,6,13,Germany
2016-04-15,19,1,0,1,4,United States
2016-04-16,18,3,0,2,6,Norway
2016-04-16,25,2,0,3,7,Canada
2016-04-16,10,13,0,6,15,Germany
2016-04-16,18,2,0,3,14,United Kingdom
2016-04-16,17,1,0,2,4,United States
2016-04-17,14,3,0,3,10,Norway
2016-04-17,16,3,0,4,18,United Kingdom
2016-04-17,19,1,0,2,4,United States
2016-04-17,7,12,0,6,10,Germany
2016-04-17,27,2,0,2,8,Canada
2016-04-18,18,2,0,6,3,Norway
2016-04-18,27,2,0,2,8,Canada
2016-04-18,8,7,0,7,12,Germany
2016-04-18,17,3,0,4,18,United Kingdom
2016-04-18,17,1,0,2,5,United States
2016-04-19,11,8,0,7,21,Germany
2016-04-19,24,1,0,2,5,United States
2016-04-19,34,2,0,2,6,Canada
2016-04-19,24,3,0,5,7,Norway
2016-04-19,26,3,0,4,23,United Kingdom
2016-04-20,30,2,0,5,26,United Kingdom
2016-04-20,22,6,0,6,15,Germany
2016-04-20,33,1,0,2,5,United States
2016-04-20,47,2,0,4,7,Canada
2016-04-20,24,1,0,1,5,Norway
2016-04-21,22,1,0,2,5,United States
2016-04-21,23,3,0,4,6,Norway
2016-04-21,19,3,0,5,22,United Kingdom
2016-04-21,26,2,0,2,7,Canada
2016-04-21,13,10,0,7,13,Germany
2016-04-22,9,8,0,8,11,Germany
2016-04-22,27,1,0,3,9,Canada
2016-04-22,24,4,0,6,16,United Kingdom
2016-04-22,25,2,0,5,3,Norway
2016-04-22,21,1,0,2,4,United States
2016-04-23,25,3,0,3,9,Canada
2016-04-23,21,1,0,2,4,United States
2016-04-23,20,1,0,0,1,Norway
2016-04-23,8,10,0,9,13,Germany
2016-04-23,20,4,0,5,18,United Kingdom
2016-04-24,19,3,0,5,20,United Kingdom
2016-04-24,23,3,0,3,8,Canada
2016-04-24,16,5,0,2,2,Norway
2016-04-24,12,9,0,8,10,Germany
2016-04-24,19,1,0,2,4,United States
2016-04-25,19,2,0,6,17,United Kingdom
2016-04-25,20,1,0,2,5,United States
2016-04-25,20,5,0,1,5,Norway
2016-04-25,10,7,0,7,15,Germany
2016-04-25,23,2,0,3,6,Canada
2016-04-26,7,7,0,7,13,Germany
2016-04-26,22,1,0,2,5,United States
2016-04-26,13,5,0,1,4,Norway
2016-04-26,15,3,0,5,15,United Kingdom
2016-04-26,25,2,0,4,8,Canada
2016-04-27,24,10,0,7,12,Germany
2016-04-27,43,1,0,2,5,United States
2016-04-27,26,5,0,2,8,Norway
2016-04-27,45,2,0,4,7,Canada
2016-04-27,34,3,0,5,15,United Kingdom
2016-04-28,19,3,0,7,6,Norway
2016-04-28,21,4,0,5,15,United Kingdom
2016-04-28,17,6,0,9,12,Germany
2016-04-28,25,1,0,2,5,United States
2016-04-28,31,3,0,3,8,Canada
2016-04-29,22,4,0,5,14,United Kingdom
2016-04-29,25,1,0,2,5,United States
2016-04-29,13,8,0,8,9,Germany
2016-04-29,21,3,0,4,9,Norway
2016-04-29,33,2,0,4,7,Canada
2016-04-30,22,1,0,2,4,United States
2016-04-30,27,3,0,3,6,Canada
2016-04-30,9,10,0,8,8,Germany
2016-04-30,11,5,0,2,2,Norway
2016-04-30,20,2,0,4,13,United Kingdom
2016-05-01,25,1,0,3,8,Canada
2016-05-01,19,5,0,3,15,United Kingdom
2016-05-01,15,13,0,7,12,Germany
2016-05-01,22,1,0,2,4,United States
2016-05-01,17,4,0,0,4,Norway
2016-05-02,26,2,0,9,7,Canada
2016-05-02,19,3,0,44,12,United Kingdom
2016-05-02,21,1,0,5,4,United States
2016-05-02,17,5,0,10,6,Norway
2016-05-02,12,11,0,20,10,Germany
2016-05-03,25,1,0,3,5,United States
2016-05-03,23,4,0,16,16,United Kingdom
2016-05-03,14,2,0,5,6,Norway
2016-05-03,35,2,0,5,8,Canada
2016-05-03,13,8,0,19,13,Germany
2016-05-04,72,1,0,4,6,Canada
2016-05-04,49,9,0,11,14,Germany
2016-05-04,73,1,0,2,5,United States
2016-05-04,75,3,0,7,15,United Kingdom
2016-05-04,27,5,0,7,8,Norway
2016-05-05,48,1,0,3,6,Canada
2016-05-05,29,8,0,11,10,Germany
2016-05-05,20,0,0,4,8,Norway
2016-05-05,50,1,0,2,5,United States
2016-05-05,48,3,0,14,15,United Kingdom
2016-05-06,19,9,0,9,6,Norway
2016-05-06,39,1,0,2,4,United States
2016-05-06,42,2,0,3,5,Canada
2016-05-06,25,8,0,7,10,Germany
2016-05-06,36,3,0,9,13,United Kingdom
2016-05-07,20,9,0,9,9,Germany
2016-05-07,36,3,0,6,15,United Kingdom
2016-05-07,26,6,0,7,5,Norway
2016-05-07,38,1,0,4,7,Canada
2016-05-07,30,1,0,2,4,United States
2016-05-08,20,5,0,7,9,Germany
2016-05-08,38,2,0,3,6,Canada
2016-05-08,28,1,0,2,4,United States
2016-05-08,30,2,0,8,17,United Kingdom
2016-05-08,12,4,0,6,2,Norway
2016-05-09,24,3,0,6,13,United Kingdom
2016-05-09,13,0,0,2,3,Norway
2016-05-09,33,3,0,4,8,Canada
2016-05-09,12,9,0,8,9,Germany
2016-05-09,24,1,0,2,5,United States
2016-05-10,10,2,0,9,5,Norway
2016-05-10,29,3,0,4,6,Canada
2016-05-10,24,4,0,6,15,United Kingdom
2016-05-10,13,5,0,8,18,Germany
2016-05-10,24,1,0,2,5,United States
2016-05-11,32,4,0,4,6,Canada
2016-05-11,17,8,0,8,12,Germany
2016-05-11,23,3,0,5,13,United Kingdom
2016-05-11,16,3,0,5,6,Norway
2016-05-11,24,1,0,2,5,United States
2016-05-12,31,2,0,4,7,Canada
2016-05-12,22,3,0,5,14,United Kingdom
2016-05-12,16,8,0,7,11,Germany
2016-05-12,24,1,0,2,5,United States
2016-05-12,19,2,0,4,5,Norway
2016-05-13,31,3,0,3,8,Canada
2016-05-13,25,4,0,4,23,United Kingdom
2016-05-13,19,4,0,3,3,Norway
2016-05-13,23,1,0,2,5,United States
2016-05-13,20,10,0,8,10,Germany
2016-05-14,32,2,0,3,6,Canada
2016-05-14,25,1,0,0,4,Norway
2016-05-14,23,1,0,2,4,United States
2016-05-14,21,5,0,4,19,United Kingdom
2016-05-14,17,11,0,7,9,Germany
2016-05-15,23,2,0,2,4,United States
2016-05-15,11,7,0,5,11,Germany
2016-05-15,23,3,0,4,21,United Kingdom
2016-05-15,14,9,0,3,7,Norway
2016-05-15,32,2,0,3,7,Canada
2016-05-16,29,3,0,2,5,Norway
2016-05-16,30,4,0,3,16,United Kingdom
2016-05-16,23,1,0,1,5,United States
2016-05-16,31,2,0,3,6,Canada
2016-05-16,14,7,0,7,10,Germany
2016-05-17,29,2,0,4,6,Canada
2016-05-17,10,9,0,6,10,Germany
2016-05-17,23,1,0,2,4,United States
2016-05-17,28,3,0,4,14,United Kingdom
2016-05-17,8,3,0,5,0,Norway
2016-05-18,17,4,0,3,4,Norway
2016-05-18,34,1,0,3,7,Canada
2016-05-18,14,7,0,9,11,Germany
2016-05-18,28,1,0,2,5,United States
2016-05-18,24,3,0,4,12,United Kingdom
2016-05-19,16,7,0,6,12,Germany
2016-05-19,27,2,0,4,7,Canada
2016-05-19,24,2,0,2,3,Norway
2016-05-19,22,1,0,2,5,United States
2016-05-19,25,3,0,5,25,United Kingdom
2016-05-20,21,1,0,2,7,United States
2016-05-20,15,8,0,8,9,Germany
2016-05-20,31,2,0,3,8,Canada
2016-05-20,20,4,0,4,20,United Kingdom
2016-05-20,19,2,0,2,6,Norway
2016-05-21,19,4,0,5,19,United Kingdom
2016-05-21,26,2,0,3,9,Canada
2016-05-21,18,1,0,2,6,United States
2016-05-21,12,6,0,5,14,Germany
2016-05-21,18,1,0,4,9,Norway
2016-05-22,21,5,0,3,8,Canada
2016-05-22,18,1,0,1,5,United States
2016-05-22,9,10,0,7,17,Germany
2016-05-22,16,4,0,4,20,United Kingdom
2016-05-22,16,8,0,5,2,Norway
2016-05-23,15,3,0,5,17,United Kingdom
2016-05-23,9,6,0,7,12,Germany
2016-05-23,17,1,0,2,5,United States
2016-05-23,22,4,0,3,9,Canada
2016-05-23,8,3,0,6,9,Norway
2016-05-24,11,7,0,6,12,Germany
2016-05-24,21,2,0,3,7,Canada
2016-05-24,17,1,0,2,6,Norway
2016-05-24,18,1,0,2,5,United States
2016-05-24,18,4,0,5,18,United Kingdom
2016-05-25,19,3,0,4,17,United Kingdom
2016-05-25,10,10,0,8,12,Germany
2016-05-25,13,1,0,3,6,Norway
2016-05-25,22,1,0,2,5,United States
2016-05-25,30,1,0,3,7,Canada
2016-05-26,19,3,0,4,1,Norway
2016-05-26,26,1,0,2,4,United States
2016-05-26,27,3,0,4,18,United Kingdom
2016-05-26,30,2,0,3,6,Canada
2016-05-26,16,9,0,6,12,Germany
2016-05-27,14,10,0,9,12,Germany
2016-05-27,10,0,0,7,5,Norway
2016-05-27,21,5,0,4,19,United Kingdom
2016-05-27,24,1,0,2,4,United States
2016-05-27,31,2,0,3,6,Canada
2016-05-28,18,15,0,13,12,Germany
2016-05-28,6,7,0,5,4,Norway
2016-05-28,23,6,0,6,15,United Kingdom
2016-05-28,22,1,0,2,3,United States
2016-05-28,26,4,0,4,6,Canada
2016-05-29,11,5,0,23,9,Norway
2016-05-29,20,5,0,7,15,United Kingdom
2016-05-29,28,2,0,5,7,Canada
2016-05-29,13,10,0,13,11,Germany
2016-05-29,20,1,0,3,4,United States
2016-05-30,23,2,0,5,8,Canada
2016-05-30,16,5,0,6,8,Norway
2016-05-30,11,8,0,13,12,Germany
2016-05-30,17,4,0,8,19,United Kingdom
2016-05-30,18,1,0,2,4,United States
2016-05-31,16,3,0,8,20,United Kingdom
2016-05-31,23,2,0,4,8,Canada
2016-05-31,19,1,0,2,5,United States
2016-05-31,12,9,0,10,14,Germany
2016-05-31,9,3,0,8,5,Norway
2016-06-01,20,1,0,2,4,United States
2016-06-01,10,6,0,12,9,Germany
2016-06-01,9,3,0,2,6,Norway
2016-06-01,30,1,0,4,7,Canada
2016-06-01,22,4,0,7,18,United Kingdom
2016-06-02,18,3,0,5,19,United Kingdom
2016-06-02,25,2,0,3,7,Canada
2016-06-02,9,6,0,7,20,Germany
2016-06-02,19,1,0,2,4,United States
2016-06-02,15,1,0,4,12,Norway
2016-06-03,21,1,0,2,4,United States
2016-06-03,15,3,0,3,3,Norway
2016-06-03,26,1,0,4,8,Canada
2016-06-03,14,8,0,11,17,Germany
2016-06-03,21,4,0,7,16,United Kingdom
2016-06-04,22,1,0,2,4,United States
2016-06-04,12,1,0,4,8,Norway
2016-06-04,31,2,0,4,8,Canada
2016-06-04,13,7,0,11,13,Germany
2016-06-04,23,3,0,6,17,United Kingdom
2016-06-05,20,2,0,6,19,United Kingdom
2016-06-05,20,1,0,2,4,United States
2016-06-05,28,2,0,4,9,Canada
2016-06-05,12,6,0,8,9,Norway
2016-06-05,12,9,0,10,12,Germany
2016-06-06,25,2,0,3,9,Canada
2016-06-06,16,3,0,7,16,United Kingdom
2016-06-06,14,2,0,9,7,Norway
2016-06-06,20,1,0,3,5,United States
2016-06-06,14,9,0,7,12,Germany
2016-06-07,24,1,0,2,5,United States
2016-06-07,23,2,0,6,18,United Kingdom
2016-06-07,15,6,0,11,12,Germany
2016-06-07,18,4,0,5,3,Norway
2016-06-07,33,2,0,5,7,Canada
2016-06-08,32,3,0,5,16,United Kingdom
2016-06-08,30,1,0,2,4,United States
2016-06-08,26,9,0,10,14,Germany
2016-06-08,19,3,0,4,5,Norway
2016-06-08,34,2,0,3,7,Canada
2016-06-09,23,4,0,6,15,United Kingdom
2016-06-09,24,1,0,2,4,United States
2016-06-09,15,7,0,10,14,Germany
2016-06-09,32,2,0,4,8,Canada
2016-06-09,10,3,0,8,5,Norway
2016-06-10,23,3,0,5,22,United Kingdom
2016-06-10,26,1,0,2,4,United States
2016-06-10,17,9,0,9,15,Germany
2016-06-10,16,4,0,4,4,Norway
2016-06-10,35,2,0,4,8,Canada
2016-06-11,24,1,0,2,3,United States
2016-06-11,21,8,0,7,20,United Kingdom
2016-06-11,14,6,0,4,13,Norway
2016-06-11,31,2,0,4,6,Canada
2016-06-11,16,10,0,9,15,Germany
2016-06-12,36,6,0,9,35,United Kingdom
2016-06-12,19,5,0,4,8,Norway
2016-06-12,20,11,0,12,19,Germany
2016-06-12,33,1,0,4,25,United States
2016-06-12,44,2,0,8,18,Canada
2016-06-13,42,5,0,10,29,United Kingdom
2016-06-13,21,6,0,15,14,Germany
2016-06-13,30,1,0,4,26,United States
2016-06-13,52,2,0,8,23,Canada
2016-06-13,11,2,0,5,10,Norway
2016-06-14,45,3,0,6,17,Canada
2016-06-14,29,7,0,8,24,United Kingdom
2016-06-14,31,1,0,4,19,United States
2016-06-14,25,14,0,13,18,Germany
2016-06-14,14,9,0,4,5,Norway
2016-06-15,18,15,0,8,17,Germany
2016-06-15,29,6,0,8,19,United Kingdom
2016-06-15,19,2,0,5,7,Norway
2016-06-15,43,2,0,6,18,Canada
2016-06-15,28,1,0,3,13,United States
2016-06-16,37,3,0,7,35,Canada
2016-06-16,24,4,0,9,17,United Kingdom
2016-06-16,11,5,1,6,4,Norway
2016-06-16,17,11,0,15,21,Germany
2016-06-16,24,1,0,4,12,United States
2016-06-17,10,3,0,5,4,Norway
2016-06-17,16,11,0,13,17,Germany
2016-06-17,22,2,0,4,10,United States
2016-06-17,32,3,0,7,29,Canada
2016-06-17,25,8,0,9,20,United Kingdom
2016-06-18,28,7,0,9,21,United Kingdom
2016-06-18,11,2,0,4,4,Norway
2016-06-18,22,2,0,3,7,United States
2016-06-18,36,4,0,5,22,Canada
2016-06-18,15,12,0,10,15,Germany
2016-06-19,36,4,0,6,12,Canada
2016-06-19,11,4,0,9,6,Norway
2016-06-19,18,12,0,11,11,Germany
2016-06-19,21,2,0,3,6,United States
2016-06-19,22,5,0,7,19,United Kingdom
2016-06-20,14,5,0,5,4,Norway
2016-06-20,19,2,0,3,6,United States
2016-06-20,24,4,0,8,15,United Kingdom
2016-06-20,29,3,0,5,15,Canada
2016-06-20,12,11,0,14,11,Germany
2016-06-21,16,11,0,14,11,Germany
2016-06-21,12,1,0,4,3,Norway
2016-06-21,24,1,0,4,6,United States
2016-06-21,39,3,0,5,12,Canada
2016-06-21,44,3,0,8,15,United Kingdom
2016-06-22,29,5,0,9,13,United Kingdom
2016-06-22,35,2,0,5,8,Canada
2016-06-22,12,4,0,4,6,Norway
2016-06-22,14,8,0,10,11,Germany
2016-06-22,24,1,0,3,5,United States
2016-06-23,29,5,0,9,13,United Kingdom
2016-06-23,12,8,0,10,12,Germany
2016-06-23,20,1,0,4,5,United States
2016-06-23,32,2,0,6,8,Canada
2016-06-23,8,4,0,2,6,Norway
2016-06-24,21,12,0,18,8,Germany
2016-06-24,84,15,0,14,15,United Kingdom
2016-06-24,21,1,0,5,4,United States
2016-06-24,13,4,0,7,4,Norway
2016-06-24,32,2,0,8,6,Canada
2016-06-25,21,1,0,3,4,United States
2016-06-25,11,8,0,3,4,Norway
2016-06-25,43,8,0,7,13,United Kingdom
2016-06-25,17,7,0,12,12,Germany
2016-06-25,33,4,0,6,5,Canada
2016-06-26,35,2,0,5,9,Canada
2016-06-26,26,6,0,6,15,United Kingdom
2016-06-26,9,2,1,5,7,Norway
2016-06-26,21,1,0,3,5,United States
2016-06-26,10,7,0,11,11,Germany
2016-06-27,17,1,0,3,4,United States
2016-06-27,25,3,0,4,7,Canada
2016-06-27,10,9,0,9,11,Germany
2016-06-27,8,1,0,3,4,Norway
2016-06-27,21,3,0,7,11,United Kingdom
2016-06-28,26,2,0,5,8,Canada
2016-06-28,19,5,0,6,19,United Kingdom
2016-06-28,18,1,0,3,7,United States
2016-06-28,3,1,0,1,4,Norway
2016-06-28,6,10,0,9,15,Germany
2016-06-29,9,14,0,11,16,Germany
2016-06-29,4,2,0,3,6,Norway
2016-06-29,17,1,0,3,12,United States
2016-06-29,24,1,0,5,12,Canada
2016-06-29,18,4,0,6,26,United Kingdom
2016-06-30,18,1,0,3,12,United States
2016-06-30,11,13,0,8,20,Germany
2016-06-30,10,1,0,3,3,Norway
2016-06-30,25,2,0,4,10,Canada
2016-06-30,17,3,0,8,17,United Kingdom
2016-07-01,1,0,0,0,1,United Kingdom
2016-07-01,0,0,0,1,1,Germany
2016-07-01,1,0,0,1,0,Norway
2016-07-01,3,0,0,0,1,Canada
2016-07-01,3,0,0,0,1,United States
2016-07-02,3,0,0,0,1,Canada
2016-07-02,1,0,0,0,1,United Kingdom
2016-07-02,1,0,0,0,1,Norway
2016-07-02,3,0,0,0,1,United States
2016-07-02,0,0,0,0,1,Germany
2016-07-03,1,0,0,0,1,United Kingdom
2016-07-03,1,0,0,0,1,Norway
2016-07-03,3,0,0,0,2,Canada
2016-07-03,3,0,0,0,2,United States
2016-07-03,1,0,0,0,1,Germany
2016-07-04,1,0,0,0,1,Norway
2016-07-04,0,1,0,1,1,Germany
2016-07-04,3,0,0,0,1,Canada
2016-07-04,3,0,0,0,2,United States
2016-07-04,1,0,0,0,2,United Kingdom
2016-07-05,3,0,0,1,1,Canada
2016-07-05,3,0,0,0,1,United States
2016-07-05,0,1,0,0,1,Germany
